order_id,customer_id,order_date,delivery_date,total_amount,discount_applied,tax_amount,shipping_cost,order_status,payment_method,notes
34881,4311,2023-03-28,2023-04-01,8629.65,6.6,18.73,16.69,Cancelled,Cash,Part ready forget southern.
34882,6691,2023-04-20,2023-04-22,5154.0199999999995,25.35,12.2,13.65,Cancelled,Credit Card,Series southern run although.
34883,1051,2024-10-20,2024-10-23,7345.35,7.19,9.15,13.63,Cancelled,PayPal,Seem former form cover evening.
34884,8420,2023-09-05,2023-09-13,4119.01,7.5,5.98,19.05,Shipped,Credit Card,Size pretty financial level.
34885,8929,2023-05-14,2023-05-17,0.0,23.65,11.95,15.29,Returned,Credit Card,Offer edge can just.
34886,3621,2022-10-27,2022-11-03,5368.16,12.37,15.96,14.46,Shipped,Cash,Collection effect nice federal pretty experience next main.
34887,499,2024-01-21,2024-01-30,6557.84,15.01,9.25,16.0,Shipped,PayPal,Evening western buy sometimes.
34888,9039,2024-06-01,2024-06-05,4350.32,29.94,10.54,19.1,Delivered,Debit Card,Understand letter run everyone simple forward.
34889,5073,2022-12-24,2023-01-03,2136.01,18.38,6.77,14.08,Delivered,Cash,Decision close road wide stay.
34890,152,2023-07-18,2023-07-22,7708.3099999999995,29.77,16.57,6.09,Returned,Debit Card,Respond of ground check sound leave course.
34891,6157,2023-11-25,2023-11-29,3931.31,29.74,13.21,11.42,Shipped,Credit Card,Quality others show style.
34892,809,2022-11-08,2022-11-18,16103.810000000001,26.35,9.02,13.46,Returned,Debit Card,Class suffer instead avoid time.
34893,6139,2022-12-16,2022-12-22,4195.24,10.48,5.69,6.4,Returned,PayPal,Point high class dream significant.
34894,9817,2022-02-02,2022-02-11,6522.7,0.54,19.5,18.77,Delivered,PayPal,Fact federal door.
34895,5586,2024-03-10,2024-03-15,7352.0599999999995,21.7,8.38,11.55,Pending,Cash,Public work study resource seem.
34896,3710,2022-07-24,2022-07-30,2126.92,12.69,16.68,5.73,Returned,Credit Card,Also though charge strong cell ball.
34897,4648,2024-10-25,2024-11-03,5519.03,10.69,16.88,11.55,Pending,Cash,Save cut time Congress score society.
34898,1103,2024-07-20,2024-07-22,3464.33,9.34,20.84,10.65,Shipped,PayPal,Together child line series paper market.
34899,1975,2022-11-14,2022-11-19,243.58,28.16,22.12,14.32,Delivered,Debit Card,Team though face simple of fire.
34900,5167,2024-02-24,2024-02-27,997.24,29.62,19.07,15.72,Pending,Debit Card,Upon walk work child character man find.
34901,9106,2022-09-30,2022-10-09,11805.7,19.24,23.69,10.03,Pending,Debit Card,Task then hear people.
34902,7020,2022-06-26,2022-07-05,6500.0199999999995,22.87,13.76,13.67,Pending,Cash,Wonder or sing rule course call never.
34903,463,2022-06-08,2022-06-12,2025.2800000000002,20.03,17.03,11.78,Pending,PayPal,Economy amount seem.
34904,1084,2022-05-10,2022-05-13,3900.04,15.0,20.72,15.48,Returned,PayPal,Note opportunity success through half similar.
34905,1164,2024-05-01,2024-05-04,14065.58,29.71,8.91,16.04,Shipped,PayPal,Seven process why gas inside woman.
34906,7856,2024-01-01,2024-01-06,3856.63,27.77,24.85,14.26,Pending,Credit Card,Treat state window perform either.
34907,390,2022-03-23,2022-03-30,13586.279999999999,28.42,13.36,17.56,Shipped,Credit Card,Energy grow example goal environmental current.
34908,6113,2024-05-22,2024-05-28,2126.7,10.02,18.29,17.85,Cancelled,Credit Card,Adult race toward experience then someone.
34909,5981,2022-05-05,2022-05-11,784.45,1.68,17.64,13.1,Returned,Debit Card,Peace address gun charge everyone.
34910,319,2023-10-13,2023-10-21,8165.33,5.49,11.11,5.92,Cancelled,Credit Card,Mouth realize peace word.
34911,609,2024-03-19,2024-03-21,7362.82,26.01,20.7,18.73,Shipped,Debit Card,Allow hundred push wife training ask past.
34912,1274,2024-06-21,2024-06-26,4324.26,16.79,7.47,9.18,Returned,Cash,Role measure himself rock fire.
34913,5249,2023-01-16,2023-01-23,0.0,15.02,6.3,13.18,Delivered,Credit Card,Author he hot successful bring how large.
34914,7981,2024-08-27,2024-08-30,3916.8999999999996,27.71,24.74,10.43,Pending,Debit Card,Such shoulder after white.
34915,1731,2023-04-12,2023-04-16,6451.93,25.65,7.63,15.93,Delivered,Debit Card,Too again task where.
34916,2977,2023-12-18,2023-12-25,2201.37,17.04,16.48,15.84,Delivered,Cash,Hope suffer star price instead board.
34917,4637,2023-12-05,2023-12-09,911.46,21.62,9.09,15.52,Pending,Credit Card,Reveal manager little cold.
34918,4486,2022-03-14,2022-03-17,5469.52,0.18,7.3,13.64,Pending,Debit Card,Begin always you tend research agency radio.
34919,2996,2023-07-28,2023-08-02,1658.0900000000001,19.2,24.75,17.7,Returned,PayPal,Culture debate police treatment they owner drug.
34920,6254,2022-03-06,2022-03-14,5539.849999999999,10.01,20.19,16.66,Delivered,Debit Card,Easy opportunity may people.
34921,694,2024-02-10,2024-02-20,7108.200000000001,14.4,13.38,14.72,Delivered,PayPal,Follow skin water yes heavy whole.
34922,62,2022-12-16,2022-12-18,4131.82,29.05,8.36,12.58,Cancelled,Cash,Media partner through.
34923,8615,2024-11-13,2024-11-23,6624.74,8.21,12.77,18.81,Shipped,PayPal,Maybe choice save.
34924,6300,2024-07-08,2024-07-18,4504.860000000001,11.5,8.53,16.22,Returned,Cash,Mother various dream reason.
34925,2272,2023-04-15,2023-04-18,3854.7000000000003,22.25,15.3,13.94,Delivered,PayPal,Democrat budget available cover country.
34926,7416,2022-06-13,2022-06-20,7038.82,11.3,20.18,9.33,Pending,Debit Card,Stay out else decade these.
34927,1733,2022-11-06,2022-11-13,9647.32,26.45,11.41,19.61,Cancelled,PayPal,Without meeting operation positive interest.
34928,9239,2023-12-07,2023-12-09,10596.85,16.34,10.86,11.7,Returned,Debit Card,Us four pressure affect quite air could.
34929,8856,2024-12-17,2024-12-19,3659.55,25.13,5.82,8.78,Delivered,PayPal,Floor knowledge PM while particular structure executive.
34930,7951,2023-06-10,2023-06-18,1816.06,25.77,23.2,6.54,Returned,Cash,Less spend note TV rather miss.
34931,6423,2022-04-23,2022-04-26,4855.97,19.9,14.63,13.46,Returned,Credit Card,Generation quality quickly eye by soon hair.
34932,5767,2023-03-30,2023-04-02,6987.25,8.01,11.86,19.96,Cancelled,PayPal,Mother speak until without include.
34933,5988,2023-09-29,2023-10-07,7248.1,20.79,12.94,10.96,Shipped,Credit Card,What nothing arrive test mouth.
34934,3614,2024-08-14,2024-08-20,4598.07,14.54,8.78,16.06,Delivered,Debit Card,Court performance fish.
34935,6150,2022-09-25,2022-09-28,36.66,12.5,10.52,14.66,Shipped,Debit Card,Than world ten fire task.
34936,6047,2023-12-13,2023-12-16,1837.49,22.21,5.69,9.25,Pending,Credit Card,Sort last movement condition source about.
34937,7214,2023-01-24,2023-02-01,2890.17,21.23,17.21,16.55,Delivered,PayPal,Deep eye foreign each week full.
34938,3115,2023-09-15,2023-09-17,6454.73,28.47,13.51,8.01,Shipped,PayPal,Computer hit design investment.
34939,7102,2023-04-21,2023-04-25,7729.93,2.61,24.08,12.2,Shipped,Debit Card,Her staff successful produce.
34940,9308,2022-05-29,2022-06-07,3543.97,15.76,23.18,16.88,Cancelled,Credit Card,Over sit thought foot see.
34941,3278,2023-05-04,2023-05-06,9412.51,1.88,13.13,10.61,Returned,PayPal,Off three already quality.
34942,6323,2024-02-14,2024-02-23,4355.469999999999,0.13,15.38,8.11,Pending,Cash,Section space test.
34943,4420,2022-01-19,2022-01-29,1495.8,27.56,19.96,11.63,Cancelled,PayPal,Human former stage whether.
34944,5859,2022-08-21,2022-08-28,3313.7,9.94,16.25,17.75,Pending,Debit Card,Page send few night.
34945,8762,2024-01-25,2024-01-27,4597.74,18.18,19.42,17.64,Returned,Cash,Campaign term our accept person.
34946,1835,2022-03-13,2022-03-21,5827.98,14.14,12.3,7.01,Pending,Cash,Military suggest conference himself nor forget president.
34947,7791,2024-11-26,2024-11-30,1653.6299999999999,25.61,8.36,16.13,Delivered,Credit Card,Region nor tonight support girl.
34948,3357,2022-03-05,2022-03-12,4924.4800000000005,23.11,6.83,9.66,Shipped,Credit Card,Short tough avoid nothing other phone possible.
34949,6791,2023-09-16,2023-09-18,4303.21,22.26,23.83,18.68,Returned,PayPal,Feeling owner physical represent because successful cause.
34950,4553,2024-07-07,2024-07-15,5410.18,2.59,12.54,18.73,Delivered,Debit Card,View role decade turn no ground.
34951,1347,2024-12-12,2024-12-16,1536.77,29.83,17.98,16.77,Delivered,Credit Card,Surface son then traditional ground good window.
34952,324,2023-09-13,2023-09-20,11106.94,4.31,15.5,19.83,Cancelled,Debit Card,Region board run hold ten prevent.
34953,2258,2024-09-12,2024-09-19,5331.4800000000005,6.95,17.67,7.65,Pending,Credit Card,Model wait add spend set PM executive.
34954,2278,2023-11-13,2023-11-15,768.9200000000001,21.02,15.34,7.39,Cancelled,Cash,Set entire big effect.
34955,3769,2022-07-23,2022-07-26,2209.49,16.91,11.09,15.84,Pending,Cash,Class figure firm son easy long let impact.
34956,9894,2024-11-19,2024-11-27,5498.52,16.28,22.8,8.95,Shipped,Cash,Use center or situation over.
34957,3070,2022-09-30,2022-10-09,3065.8,11.85,7.22,13.61,Delivered,Cash,Everybody probably tough against when.
34958,8640,2023-12-13,2023-12-18,1749.24,0.67,16.6,17.28,Pending,Debit Card,Return on large hour born less.
34959,5488,2024-12-25,2025-01-03,5434.049999999999,14.43,21.47,9.92,Shipped,Credit Card,Get significant present degree head deal everybody this.
34960,2316,2023-08-29,2023-09-03,4733.87,1.57,16.27,15.98,Shipped,Credit Card,Building same order professor computer.
34961,5678,2024-01-15,2024-01-24,5612.29,8.73,23.69,9.36,Delivered,Cash,Understand tree bad official thing another.
34962,6336,2023-06-25,2023-06-29,1054.92,7.4,7.2,12.59,Pending,Debit Card,Close while pull full view each bring.
34963,3774,2024-05-05,2024-05-08,3819.93,0.62,16.71,9.54,Cancelled,Cash,Compare natural staff center.
34964,2682,2024-05-05,2024-05-07,5885.35,26.95,15.42,13.69,Cancelled,Cash,Your her decision Mr production find fly writer.
34965,4140,2022-10-29,2022-11-04,4235.860000000001,12.14,13.01,7.24,Cancelled,Credit Card,Fear likely which yeah born.
34966,2036,2022-08-07,2022-08-16,8824.900000000001,21.1,20.79,18.49,Pending,Cash,Cup surface wear particularly.
34967,6395,2023-11-24,2023-11-27,3684.1,2.23,19.85,12.26,Cancelled,PayPal,Top girl store risk mean.
34968,3535,2023-01-03,2023-01-07,4199.75,29.98,15.58,17.4,Returned,Debit Card,Similar lose friend be majority soldier many address.
34969,642,2024-08-28,2024-08-31,3602.43,16.35,20.06,17.25,Returned,PayPal,Black since sense detail.
34970,9720,2024-01-02,2024-01-09,3418.17,1.58,18.03,5.87,Returned,Debit Card,Name science head tax.
34971,8383,2024-02-07,2024-02-09,9879.48,20.16,24.24,19.71,Returned,Credit Card,Possible senior price thousand everyone assume instead majority.
34972,7122,2022-03-12,2022-03-21,5354.96,18.44,15.59,10.54,Returned,Debit Card,Themselves window others seem myself.
34973,4603,2024-03-04,2024-03-14,2863.7799999999997,8.67,8.76,5.35,Shipped,Cash,Middle since season unit two manager.
34974,3335,2022-01-03,2022-01-12,2711.64,22.38,12.99,16.68,Delivered,PayPal,We bad me officer benefit seven perhaps.
34975,1614,2023-02-24,2023-03-06,8034.29,28.98,9.06,16.92,Delivered,Credit Card,Its employee sometimes professional onto performance whatever among.
34976,4459,2024-01-12,2024-01-19,9188.2,23.88,13.47,16.35,Delivered,Credit Card,Picture myself already gun walk stand.
34977,5089,2023-09-18,2023-09-26,6339.35,27.85,19.76,7.86,Returned,Cash,Project listen character to interest seem black election.
34978,3980,2023-11-08,2023-11-12,5638.969999999999,16.69,13.18,8.3,Delivered,Credit Card,All those over middle sister prove opportunity total.
34979,6471,2022-06-04,2022-06-07,322.78000000000003,20.66,14.13,18.87,Returned,Credit Card,Identify able vote pull reveal.
34980,7931,2024-09-04,2024-09-06,12031.86,23.11,20.57,13.21,Shipped,PayPal,International most identify cut myself.
34981,2368,2024-07-23,2024-07-27,15320.99,0.67,14.05,9.64,Returned,Debit Card,Boy past also rise green floor.
34982,1121,2024-08-09,2024-08-17,3903.0499999999997,19.73,17.02,10.56,Pending,Credit Card,Education west trade which camera letter the.
34983,8847,2024-01-15,2024-01-25,9907.01,0.94,9.65,17.01,Pending,PayPal,Often such sing even.
34984,7822,2023-01-26,2023-02-01,2549.08,16.3,6.97,16.88,Shipped,Debit Card,Others environment movie character side.
34985,6763,2023-12-31,2024-01-04,6571.56,4.58,17.13,13.71,Shipped,Cash,Hour this dinner travel whether ground look.
34986,4365,2022-08-22,2022-08-26,1972.12,5.38,19.48,8.65,Pending,Debit Card,Environment education among often relate glass picture maybe.
34987,231,2024-11-30,2024-12-02,3146.52,18.44,18.49,6.25,Pending,PayPal,Wind sister he deep.
34988,9196,2024-02-02,2024-02-09,6050.5199999999995,8.46,8.32,13.3,Pending,Credit Card,Success event like size under station.
34989,2167,2022-05-19,2022-05-23,10425.94,6.94,19.32,15.13,Delivered,Cash,Vote town study professional.
34990,1100,2024-12-14,2024-12-19,5326.52,9.68,11.01,11.32,Shipped,PayPal,Choice go miss how then use member.
34991,9333,2022-10-29,2022-11-02,7354.38,15.26,7.28,9.11,Shipped,Cash,Western practice black purpose.
34992,3284,2023-02-07,2023-02-14,6939.41,13.46,16.01,16.9,Pending,PayPal,Least reality both something listen worry.
34993,8210,2022-05-16,2022-05-24,2308.16,27.04,13.22,14.67,Pending,Credit Card,Gas rock worker natural many PM trip analysis.
34994,6246,2023-01-24,2023-01-31,5329.150000000001,18.8,10.31,14.0,Returned,Credit Card,Process factor whole.
34995,2582,2022-04-04,2022-04-14,1536.3,19.99,7.84,5.95,Delivered,Cash,International admit turn someone.
34996,8219,2024-04-21,2024-04-25,15303.83,2.77,9.06,15.84,Pending,Cash,Perform after outside source inside name.
34997,2270,2022-11-01,2022-11-09,11685.23,8.88,8.42,9.61,Shipped,PayPal,Career three politics wrong upon across final.
34998,4875,2023-01-22,2023-01-27,886.52,15.57,10.83,5.02,Shipped,Cash,Relate remain bag doctor now value forget.
34999,1763,2023-05-02,2023-05-12,3411.3900000000003,13.71,13.12,9.66,Pending,Credit Card,Information president whether nice medical be.
35000,5044,2023-04-20,2023-04-28,3466.5800000000004,23.65,8.07,14.98,Pending,Cash,Care six common address contain development list.
35001,6581,2022-02-03,2022-02-12,6290.79,20.24,22.09,17.39,Delivered,Debit Card,Effort outside important college thus many tough.
35002,8148,2024-08-29,2024-09-08,681.48,4.22,9.41,9.18,Delivered,Credit Card,Car page pass position sea happen everything.
35003,3328,2023-07-16,2023-07-26,8146.43,7.17,21.76,16.88,Pending,Credit Card,Stand travel majority during language street.
35004,6096,2023-03-01,2023-03-08,3039.11,16.11,23.31,9.15,Pending,Cash,Identify rule figure community study material relate.
35005,1787,2024-02-09,2024-02-11,0.0,28.22,16.11,6.61,Delivered,PayPal,Throughout house down something newspaper.
35006,4330,2022-10-27,2022-11-05,2748.77,29.47,7.16,9.63,Shipped,Cash,Defense whose own source election speech.
35007,3865,2022-03-22,2022-03-29,4119.63,27.51,18.47,6.45,Pending,PayPal,Thus discover difference society growth.
35008,4168,2023-07-11,2023-07-19,5171.25,5.99,9.11,10.38,Delivered,Credit Card,Common his attention worker such new dark.
35009,3063,2024-04-08,2024-04-13,1520.6599999999999,0.82,7.52,9.93,Returned,Debit Card,Any trip book free discussion right notice.
35010,5535,2023-09-21,2023-09-24,8413.12,6.13,11.79,7.06,Delivered,Debit Card,Scene oil area country gas.
35011,9912,2024-04-22,2024-04-26,787.8000000000001,18.87,20.23,14.18,Cancelled,Cash,Mr Republican suddenly close.
35012,4417,2023-12-08,2023-12-13,2606.31,15.32,14.17,15.28,Returned,Debit Card,Control stand man option day design election phone.
35013,2853,2023-01-17,2023-01-19,3748.69,12.16,17.96,18.17,Returned,PayPal,Reason guy defense truth each party team likely.
35014,6098,2022-04-30,2022-05-06,1130.89,3.35,17.12,19.27,Delivered,Debit Card,Culture development everybody front.
35015,9181,2023-09-15,2023-09-18,9301.75,12.11,9.13,13.16,Delivered,Cash,Protect teacher reflect rich able Republican.
35016,9748,2022-10-12,2022-10-22,0.0,20.1,23.75,16.38,Pending,Cash,Treatment dinner news former.
35017,7396,2024-08-29,2024-09-08,4042.55,14.16,10.11,12.09,Shipped,Cash,Present turn letter.
35018,6968,2023-11-14,2023-11-20,3321.63,10.87,21.44,13.28,Pending,Debit Card,Minute half young woman and follow kid.
35019,9284,2023-06-24,2023-07-01,6183.55,4.61,20.11,7.44,Shipped,Credit Card,Cut strong tonight government simply decade become.
35020,5401,2023-05-31,2023-06-03,1573.5,25.62,24.07,18.35,Cancelled,Debit Card,Close opportunity able information enough you crime.
35021,1591,2023-12-09,2023-12-14,2074.74,22.54,12.38,6.58,Shipped,Debit Card,Especially recent great speech particular hope build.
35022,6858,2022-10-11,2022-10-15,0.0,3.95,13.99,7.84,Delivered,PayPal,A year let stay.
35023,1820,2022-08-23,2022-08-25,9067.04,21.37,18.36,11.01,Returned,Cash,Establish national far loss.
35024,7554,2023-08-31,2023-09-06,3931.87,8.7,7.52,5.21,Shipped,Debit Card,Without crime body media relate.
35025,2608,2023-08-05,2023-08-10,1054.77,23.87,23.24,8.0,Cancelled,PayPal,Court face which fill least commercial space.
35026,2344,2023-09-09,2023-09-17,8246.49,19.71,12.78,5.16,Returned,PayPal,Lawyer begin whatever shake pretty poor.
35027,7262,2023-05-09,2023-05-17,5855.95,19.73,7.82,8.81,Returned,Debit Card,White third campaign together task last network.
35028,6288,2023-03-06,2023-03-09,1063.08,0.56,11.19,9.79,Shipped,PayPal,Hear her concern kind time.
35029,1491,2023-12-10,2023-12-18,2589.02,16.15,22.09,6.7,Shipped,Cash,Direction institution worry start.
35030,3238,2022-01-24,2022-01-27,6191.02,15.19,19.29,15.98,Pending,Credit Card,Food minute despite.
35031,2025,2022-10-01,2022-10-11,2159.44,5.5,9.29,17.52,Shipped,Debit Card,Third back authority institution.
35032,5050,2024-02-28,2024-03-01,7662.93,22.0,21.12,12.79,Shipped,Debit Card,Camera seem push some serious much throughout.
35033,81,2022-10-25,2022-11-02,5542.71,1.46,15.93,5.59,Pending,Debit Card,Them figure cut behind serious.
35034,6835,2024-06-07,2024-06-09,8324.08,9.14,15.42,11.49,Pending,Cash,Good raise product class establish everything.
35035,6863,2024-06-22,2024-06-24,8567.4,24.95,16.03,8.72,Pending,Credit Card,Work happy conference especially improve debate heart.
35036,5584,2024-04-04,2024-04-12,5821.6,24.97,20.13,14.74,Delivered,Credit Card,Right media return choose around plan.
35037,4526,2022-01-23,2022-01-28,9353.87,15.3,15.25,17.17,Shipped,Credit Card,Total agree body peace.
35038,6795,2024-11-16,2024-11-23,5169.4,3.4,20.61,14.07,Cancelled,Debit Card,Science owner so before.
35039,9191,2022-11-19,2022-11-27,5545.8099999999995,18.45,10.09,12.34,Pending,PayPal,Language general administration lose late everybody industry act.
35040,2693,2024-11-21,2024-11-26,4083.54,2.49,18.84,17.69,Cancelled,PayPal,Which him technology herself power suffer recent speech.
35041,791,2024-09-13,2024-09-23,3383.09,6.22,9.45,18.73,Pending,Cash,Money race research include travel edge.
35042,4458,2022-03-21,2022-03-29,3940.7,0.68,14.68,19.27,Returned,Credit Card,Pick tonight could.
35043,2384,2024-04-19,2024-04-29,4284.78,20.76,20.85,8.47,Cancelled,Credit Card,Mouth rather brother material letter.
35044,9571,2024-07-18,2024-07-21,2880.02,25.2,10.17,8.53,Delivered,PayPal,Office discussion week add.
35045,2746,2023-01-17,2023-01-20,3767.4300000000003,27.26,8.15,14.98,Pending,Debit Card,Indeed foreign environment miss everybody coach.
35046,7387,2023-08-03,2023-08-11,1458.58,26.34,10.06,12.0,Cancelled,Cash,Actually third president nor leave cultural.
35047,39,2023-07-22,2023-07-30,9617.779999999999,7.6,14.98,6.98,Cancelled,Credit Card,Open cultural including big improve yard smile.
35048,7184,2024-01-24,2024-02-01,1582.52,28.51,19.57,6.27,Delivered,Credit Card,Inside here push cover.
35049,4150,2024-07-25,2024-08-03,11590.4,23.77,22.95,19.55,Pending,PayPal,Commercial morning officer along.
35050,5862,2024-07-26,2024-08-05,4248.610000000001,19.7,17.16,5.93,Pending,PayPal,Choose by blood fast foreign treatment into fill.
35051,6381,2022-09-27,2022-10-06,1998.8799999999999,27.01,12.78,14.51,Shipped,Debit Card,Machine teach fund name second her.
35052,1975,2024-07-07,2024-07-09,4275.45,4.89,23.09,19.42,Cancelled,PayPal,Short yes instead color yourself.
35053,1900,2023-12-09,2023-12-15,2247.77,20.77,12.63,18.17,Shipped,Credit Card,Interesting join bank since garden.
35054,7293,2024-03-29,2024-04-07,5140.33,1.39,6.41,12.91,Delivered,Debit Card,Level few start support house guy.
35055,4551,2023-07-05,2023-07-10,3809.91,26.12,10.23,5.15,Delivered,Credit Card,Coach allow fear.
35056,8749,2023-09-12,2023-09-18,3214.5,11.7,13.62,11.02,Pending,Debit Card,Bill event western most answer.
35057,3962,2022-01-25,2022-01-30,0.0,27.11,22.57,8.84,Returned,PayPal,Together team yeah factor.
35058,4984,2023-08-01,2023-08-09,1189.36,20.43,7.64,12.19,Cancelled,PayPal,Election around ability music in certain capital.
35059,8296,2023-03-14,2023-03-20,3515.5299999999997,17.07,8.09,16.0,Cancelled,PayPal,Report body structure tough design.
35060,1201,2022-02-10,2022-02-16,3369.9399999999996,15.49,12.73,5.92,Pending,Cash,Officer perhaps ok create clearly.
35061,2103,2024-09-12,2024-09-14,6115.790000000001,3.89,12.26,14.56,Shipped,Debit Card,Board lose meeting race.
35062,168,2023-03-06,2023-03-12,16784.47,8.83,15.52,18.9,Returned,Debit Card,Worry near girl own.
35063,2063,2023-10-05,2023-10-12,7732.48,5.19,22.26,18.72,Delivered,Cash,Risk property good test.
35064,4656,2024-04-24,2024-04-29,3338.65,14.04,5.08,16.82,Returned,Cash,Way generation together already drug.
35065,3652,2024-06-04,2024-06-10,10635.9,18.16,19.12,15.0,Returned,Cash,Herself history a ability media rich.
35066,6181,2023-09-23,2023-09-27,6164.389999999999,24.73,6.91,5.87,Pending,Credit Card,Pull camera former guess black.
35067,9334,2022-12-25,2023-01-01,4656.67,18.84,20.62,7.6,Cancelled,Cash,Seat police fire consumer.
35068,732,2024-10-08,2024-10-13,4158.42,21.14,14.36,13.79,Pending,Credit Card,Evening member since manager.
35069,986,2024-01-21,2024-01-27,3530.0,5.99,13.59,11.84,Cancelled,PayPal,Us idea sister.
35070,779,2024-05-14,2024-05-18,5108.139999999999,19.46,7.4,5.51,Delivered,Cash,Strong public direction star certain.
35071,1118,2023-01-24,2023-01-31,2825.43,24.85,18.95,15.93,Cancelled,PayPal,Prevent yard reason election so over thought.
35072,2869,2023-04-03,2023-04-13,7022.41,15.49,23.7,13.0,Cancelled,Debit Card,Season radio discuss treatment report shake.
35073,8500,2023-12-07,2023-12-15,5672.51,17.4,14.34,19.12,Cancelled,Credit Card,Myself win turn answer.
35074,3580,2022-12-12,2022-12-17,4711.48,24.6,19.32,11.56,Returned,PayPal,Poor industry painting personal.
35075,1181,2024-10-28,2024-11-05,8911.39,10.27,19.82,10.89,Pending,Cash,Raise fear she either main measure help.
35076,7952,2022-12-29,2023-01-07,2946.96,27.3,24.84,7.05,Pending,Debit Card,Exist none time positive ok point himself.
35077,563,2022-06-05,2022-06-14,2418.9,8.28,7.53,9.93,Cancelled,Credit Card,Unit read data five performance.
35078,5715,2022-08-03,2022-08-13,1014.16,17.32,19.28,5.02,Shipped,PayPal,Model say decide father service.
35079,7360,2023-11-27,2023-11-30,1714.5900000000001,27.75,20.57,7.22,Shipped,PayPal,Traditional pull perform tell wait type.
35080,34,2023-08-22,2023-08-30,5030.62,15.38,8.04,19.33,Pending,Cash,Others old cultural tell where.
35081,2307,2023-03-18,2023-03-25,3911.56,18.28,5.58,11.16,Returned,Credit Card,More pull call.
35082,886,2023-02-02,2023-02-11,3264.75,19.19,24.78,17.43,Cancelled,Debit Card,Room management week fund Congress section.
35083,4322,2024-01-15,2024-01-18,1720.0300000000002,27.6,15.36,13.22,Returned,Credit Card,Risk stage something education without benefit.
35084,8356,2023-06-07,2023-06-11,0.0,22.19,15.17,6.45,Pending,PayPal,Show game not themselves hit ahead who you.
35085,417,2023-12-23,2024-01-01,8295.89,10.73,17.17,18.09,Shipped,Debit Card,Writer health rest agent how class hard.
35086,3192,2022-04-13,2022-04-16,4129.9400000000005,8.31,12.35,15.16,Pending,Credit Card,Different effort its center.
35087,3125,2024-08-18,2024-08-27,2662.9,8.28,13.05,9.72,Cancelled,Debit Card,Often address who sea research.
35088,2362,2022-01-06,2022-01-08,7106.47,6.71,12.29,13.64,Pending,Debit Card,Him capital suffer memory gas two above hot.
35089,280,2024-11-05,2024-11-10,10802.14,25.6,15.33,17.67,Pending,PayPal,Stop town sing various piece.
35090,9439,2022-03-26,2022-04-01,13238.29,10.05,8.72,8.42,Pending,Cash,Everything technology least blue game deal.
35091,1662,2024-03-17,2024-03-19,8865.53,0.98,17.51,14.44,Returned,PayPal,Lawyer build myself.
35092,8523,2023-07-16,2023-07-18,3535.6099999999997,26.18,11.92,12.0,Cancelled,Debit Card,All instead quite end executive fall few.
35093,3361,2023-03-23,2023-03-30,3425.08,18.97,8.16,17.5,Delivered,Cash,Another onto policy where brother similar method.
35094,5272,2024-01-12,2024-01-22,3252.7200000000003,24.47,13.89,18.25,Delivered,Debit Card,Return training wall traditional physical.
35095,9612,2023-11-02,2023-11-09,2209.42,5.52,19.52,15.02,Returned,PayPal,None throughout how particularly interview certainly.
35096,996,2022-07-07,2022-07-17,2650.2599999999998,27.98,11.67,9.94,Cancelled,Cash,Work official large run begin alone offer.
35097,8133,2023-11-26,2023-12-05,5255.43,27.97,10.44,13.96,Delivered,Cash,Art appear throw begin.
35098,2730,2023-12-29,2024-01-02,1536.17,17.98,24.4,16.27,Delivered,Credit Card,School we pattern remain serious.
35099,6211,2023-03-24,2023-04-01,10981.02,7.67,16.87,5.52,Pending,Debit Card,Price five I everyone when player go.
35100,9581,2023-09-28,2023-10-01,1679.6000000000001,23.82,22.65,12.5,Returned,Credit Card,Your win class improve know mean.
35101,1922,2024-11-27,2024-12-01,3894.27,29.75,22.67,7.0,Pending,Credit Card,Detail development teach toward wonder loss.
35102,1871,2022-03-31,2022-04-02,3966.61,24.05,23.55,12.95,Delivered,Credit Card,Decision trial high environment play general.
35103,577,2022-01-19,2022-01-28,6469.610000000001,12.65,13.44,10.58,Returned,Debit Card,Each explain customer go science mean risk.
35104,5107,2024-02-20,2024-02-29,5876.100000000001,13.22,16.3,9.14,Shipped,Cash,Senior church glass tend democratic.
35105,3839,2023-07-13,2023-07-17,2314.46,21.19,23.55,16.13,Returned,Cash,Mouth question statement north property across how.
35106,5637,2022-08-05,2022-08-07,624.82,21.47,11.45,10.26,Shipped,Credit Card,Actually whole key east.
35107,4441,2022-03-12,2022-03-21,10172.8,27.14,6.23,14.78,Returned,Debit Card,Model herself already it training however smile.
35108,6005,2023-04-02,2023-04-06,9758.34,12.88,21.69,18.78,Returned,Credit Card,Year section small push.
35109,8662,2023-02-10,2023-02-20,7048.13,13.68,24.1,14.51,Cancelled,PayPal,Particular political audience.
35110,8790,2024-11-27,2024-12-03,8038.59,8.59,20.52,12.85,Delivered,Debit Card,Medical sport father sign project.
35111,521,2023-04-04,2023-04-08,557.62,25.34,17.16,5.84,Returned,Cash,House front where relate follow fish sound whose.
35112,2,2023-12-24,2024-01-01,7005.76,24.52,5.61,7.71,Delivered,Credit Card,Under seek then.
35113,3744,2024-02-26,2024-03-06,4225.98,16.49,6.07,18.48,Returned,Cash,Four say cut.
35114,6404,2023-12-13,2023-12-22,0.0,25.85,14.3,11.3,Shipped,PayPal,Someone cut rest defense exactly whom former.
